"Navn";"NVDB_id";"SkiltetLengde";"Åpningsår";"Kommune";"AntallTunnelløp";"MaksAngittLengdeTunnelløp";"MaksFysiskLengdeTunnelløp";"ÅpningsårFraTunnelløp";"kommunerTunnelløp";"SSRtreff";"soketerm";"soketerm2";"X_utm32";"y_utm32";"SSR navn";"ssr_url"
"Vassendatunnelen";"82283087";"210";"";"1235";"1";"";"204.97773183040783";"";"1235";"INGEN";"vassenda";"vassend";"336508.1863964929";"6727198.835457376";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=vassend%2A&ostLL=-7586.28168&nordLL=6740129.28003&ostUR=26413.71832&nordUR=6774129.28003"
"Nakkagjelstunnelen";"82283136";"200";"";"1235";"1";"";"211.14812348622632";"";"1235";"EKSAKT";"Nakkagjelstunnelen";"";"338514.3216411257";"6726374.685123671";"Nakkagjelstunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Nakkagjelstunnelen%2A&ostLL=-5658.847180000001&nordLL=6739122.58484&ostUR=28341.15282&nordUR=6773122.58484"
"Holemarktunnelen";"82283186";"460";"";"1235";"1";"";"457.55986003461356";"";"1235";"EKSAKT-forenklet1";"holemark";"";"338829.0665098778";"6726546.975834905";"Holemark";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=holemark%2A&ostLL=-5328.81438&nordLL=6739265.75886&ostUR=28671.18562&nordUR=6773265.75886"
"Hernestunnelen";"82283259";"510";"";"1235";"1";"";"528.6678077498957";"";"1235";"FLERE";"Hernestunnelen";"";"340050.46830568026";"6726991.170659639";"Hernestunnelen,Hernestunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Hernestunnelen%2A&ostLL=-4068.65719&nordLL=6739597.31585&ostUR=29931.342810000002&nordUR=6773597.31585"
"Væletunnelen";"82283354";"460";"";"1235";"1";"";"460.33238889878254";"";"1235";"EKSAKT-forenklet1";"væl";"";"341120.7492645726";"6726893.291221554";"Væle";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=v%C3%A6l%2A&ostLL=-3009.0648&nordLL=6739401.51449&ostUR=30990.9352&nordUR=6773401.51449"
"Eljarvik";"82283432";"";"1992";"1211";"1";"105.0";"104.3225146367148";"";"1211";"EKSAKT";"Eljarvik";"";"352051.84772965615";"6638840.903793318";"Eljarvik";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Eljarvik%2A&ostLL=-132.42278000000078&nordLL=6650489.89488&ostUR=33867.57722&nordUR=6684489.89488"
"Fjæra";"82283472";"";"1992";"1211";"1";"1518.0";"1522.286643549844";"";"1211";"FLERE";"Fjæra";"";"352857.9914180157";"6639531.360541641";"Fjæra,Fjæratunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Fj%C3%A6ra%2A&ostLL=735.2538300000015&nordLL=6651105.99481&ostUR=34735.25383&nordUR=6685105.99481"
"Glaskartunnelen";"82283687";"590";"";"1201";"2";"";"596.3368220714261";"";"1201";"FLERE";"glaskar";"";"297862.92681214114";"6706971.14935664";"Glaskar 2,Glaskar 1";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=glaskar%2A&ostLL=-48030.249410000004&nordLL=6723470.06579&ostUR=-14030.24941&nordUR=6757470.06579"
"Selviktunnelen";"82284068";"";"";"1201";"2";"";"123.5721920432022";"";"1201";"FLERE";"selvik";"";"297876.3672573068";"6706160.354816618";"Selvik 2,Selvik 1";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=selvik%2A&ostLL=-48091.06041&nordLL=6722659.03895&ostUR=-14091.060409999998&nordUR=6756659.03895"
"Sauåstunnelen";"82284101";"";"";"1263";"1";"";"224.6396934143769";"";"1263";"EKSAKT-forenklet1";"sauå";"";"301322.23477109394";"6723415.681630632";"Sauås";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=sau%C3%A5%2A&ostLL=-43068.60866&nordLL=6739576.90259&ostUR=-9068.608660000002&nordUR=6773576.90259"
"Hjelmåstunnelen";"82284148";"";"";"1263";"1";"";"289.6952183771464";"";"1263";"EKSAKT-forenklet1";"hjelmå";"";"300847.0626514829";"6723260.983082046";"Hjelmås";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=hjelm%C3%A5%2A&ostLL=-43557.35179&nordLL=6739465.9692&ostUR=-9557.35179&nordUR=6773465.9692"
"Apaltunnelen";"82284199";"";"";"1263";"1";"";"153.92840502988227";"";"1263";"EKSAKT-forenklet1";"apal";"";"300911.70585933153";"6722062.552589219";"Apal";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=apal%2A&ostLL=-43602.66296&nordLL=6738263.15332&ostUR=-9602.662960000001&nordUR=6772263.15332"
"Kolltveittunnelen";"82284288";"";"";"1246";"1";"";"1073.5802669802613";"";"1246";"EKSAKT-forenklet1";"kolltveit";"";"284345.5115837269";"6696772.405144074";"Kolltveit";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=kolltveit%2A&ostLL=-62465.40147&nordLL=6714520.54638&ostUR=-28465.401469999997&nordUR=6748520.54638"
"Hovdatunnelen";"82285087";"";"";"1241";"1";"461.0";"464.2139782754394";"";"1241";"INGEN";"hovda";"hovd";"320377.45957244583";"6670321.310077936";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=hovd%2A&ostLL=-28894.27146&nordLL=6684809.6573&ostUR=5105.72854&nordUR=6718809.6573"
"Krabbanestunnelen";"82285090";"";"";"1224";"1";"65.0";"64.37826551568509";"";"1224";"INGEN";"krabbane";"krabban";"329359.0733901782";"6631363.692703208";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=krabban%2A&ostLL=-23472.28412&nordLL=6645086.36402&ostUR=10527.71588&nordUR=6679086.36402"
"Klubbstraumentunnelen";"82285093";"";"";"1219";"1";"81.0";"81.13171054652604";"";"1219";"INGEN";"klubbstraum";"klubbstraum";"288961.96436391276";"6639286.039360125";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=klubbstraum%2A&ostLL=-63100.86603&nordLL=6656674.17142&ostUR=-29100.866029999997&nordUR=6690674.17142"
"Dalseidtunnelen";"82285096";"";"";"1251";"1";"";"1813.3235145505182";"";"1251";"EKSAKT";"Dalseidtunnelen";"";"327720.1050725224";"6724161.021363365";"Dalseidtunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Dalseidtunnelen%2A&ostLL=-16639.25229&nordLL=6737901.51321&ostUR=17360.74771&nordUR=6771901.51321"
"Trollkonetunnelen";"82285325";"";"";"1251";"1";"";"737.0338295232567";"";"1251";"FLERE";"Trollkonetunnelen";"";"329697.77801701403";"6725195.417753925";"Trollkonetunnelen,Trollkonetunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Trollkonetunnelen%2A&ostLL=-14569.76792&nordLL=6738753.10984&ostUR=19430.23208&nordUR=6772753.10984"
"Kluftafjelltunnelen";"82285454";"";"";"1251";"1";"";"467.8388366668778";"";"1235,1251";"EKSAKT-forenklet1";"kluftafjell";"";"330563.6625483786";"6725219.726850052";"Kluftafjell";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=kluftafjell%2A&ostLL=-13702.97238&nordLL=6738698.02864&ostUR=20297.02762&nordUR=6772698.02864"
"Hyvingstunnelen";"82285549";"1400";"";"1235";"1";"";"1350.7264065688921";"";"1235";"EKSAKT";"Hyvingstunnelen";"";"331589.52366260544";"6725543.724982327";"Hyvingstunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Hyvingstunnelen%2A&ostLL=-12648.986850000001&nordLL=6738927.51767&ostUR=21351.01315&nordUR=6772927.51767"
"Bolstadtunnelen";"82285764";"385";"";"1235";"1";"";"388.7800943050487";"";"1235";"EKSAKT-forenklet1";"bolstad";"";"333026.0005162107";"6726202.833029716";"Bolstad";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=bolstad%2A&ostLL=-11154.3166&nordLL=6739453.96472&ostUR=22845.6834&nordUR=6773453.96472"
"Tungesviktunnelen II";"82285831";"";"";"1211";"1";"86.0";"86.12044647487619";"";"1211";"FLERE";"tungesvik";"";"331673.9849095079";"6625235.935916323";"Tungesvik I,Tungesvik II,Tungesvik III";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=tungesvik%2A&ostLL=-21717.31577&nordLL=6638756.4822&ostUR=12282.684229999999&nordUR=6672756.4822"
"Haugetunnelen";"82285839";"";"";"1224";"1";"56.0";"56.443364983188935";"";"1224";"EKSAKT-forenklet1";"haug";"";"328095.1024554704";"6662467.523030829";"Hauge";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=haug%2A&ostLL=-21903.33559&nordLL=6676262.82383&ostUR=12096.664410000001&nordUR=6710262.82383"
"Bjørklundtunnelen";"82285858";"";"";"1224";"1";"91.0";"91.05605372995186";"";"1224";"EKSAKT-forenklet1";"bjørklund";"";"328547.1674201848";"6666808.075188269";"Bjørklund";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=bj%C3%B8rklund%2A&ostLL=-21056.1854&nordLL=6680556.11277&ostUR=12943.8146&nordUR=6714556.11277"
"Vesterviktunnelen";"82285864";"";"";"1224";"1";"481.0";"480.85289838648606";"";"1224";"EKSAKT-forenklet1";"vestervik";"";"328434.35058104794";"6667687.845864824";"Vestervik";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=vestervik%2A&ostLL=-21088.62011&nordLL=6681444.93925&ostUR=12911.37989&nordUR=6715444.93925"
"Bergadaltunnelen";"82286091";"";"";"1238";"1";"188.0";"188.421519339966";"";"1238";"EKSAKT-forenklet1";"bergadal";"";"328058.4310657813";"6668818.6039552735";"Bergadal";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=bergadal%2A&ostLL=-21360.892630000002&nordLL=6682608.39674&ostUR=12639.10737&nordUR=6716608.39674"
"Vågtunnelen";"82286204";"";"";"1238";"1";"106.0";"106.33343816456244";"";"1238";"EKSAKT-forenklet1";"våg";"";"327974.3939620989";"6669490.783205063";"Våg";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=v%C3%A5g%2A&ostLL=-21383.506840000002&nordLL=6683287.29958&ostUR=12616.49316&nordUR=6717287.29958"
"Gravdaltunnelen";"82286210";"";"";"1238";"1";"85.0";"85.66661111990487";"";"1238";"EKSAKT-forenklet1";"gravdal";"";"327857.2360325295";"6670324.925181033";"Gravdal";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=gravdal%2A&ostLL=-21424.41866&nordLL=6684130.9594&ostUR=12575.58134&nordUR=6718130.9594"
"Stavenestunnelen";"82286221";"";"";"1251";"1";"";"2765.488306962677";"";"1251";"EKSAKT";"Stavenestunnelen";"";"316012.5338960222";"6706125.346578522";"Stavenestunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Stavenestunnelen%2A&ostLL=-29981.71407&nordLL=6720963.93688&ostUR=4018.28593&nordUR=6754963.93688"
"Langhelletunnelen";"82286607";"";"";"1251";"1";"";"927.0567248000095";"";"1251";"EKSAKT-forenklet1";"langhell";"";"318233.0222906467";"6706365.286274011";"Langhelle";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=langhell%2A&ostLL=-27742.33707&nordLL=6721000.32793&ostUR=6257.66293&nordUR=6755000.32793"
"Kjenestunnelen";"82286783";"";"";"1251";"1";"";"336.95234841199294";"";"1251";"EKSAKT-forenklet1";"kjene";"";"319816.68168372754";"6706402.453617537";"Kjenes";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=kjene%2A&ostLL=-26157.49032&nordLL=6720892.51233&ostUR=7842.509679999999&nordUR=6754892.51233"
"Jamnatunnelen";"82286979";"";"";"1251";"1";"";"792.5018376571343";"";"1251";"EKSAKT-forenklet1";"jamna";"";"320878.91161158314";"6709704.707355538";"Jamna";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=jamna%2A&ostLL=-24794.51379&nordLL=6724092.88145&ostUR=9205.48621&nordUR=6758092.88145"
"Fossmarktunnelen";"82287108";"";"";"1251";"1";"";"110.17434705213522";"";"1251";"EKSAKT-forenklet1";"fossmark";"";"320308.5822397283";"6713040.8149944255";"Fossmark";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=fossmark%2A&ostLL=-25058.60281&nordLL=6727476.46774&ostUR=8941.39719&nordUR=6761476.46774"
"Klenslåtttunnelen";"82287135";"";"";"1251";"1";"";"55.34790225957036";"";"1251";"FLERE";"klenslått";"";"320298.88342536695";"6714851.68783529";"Klensl책tt,Klensl책tta";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=klensl%C3%A5tt%2A&ostLL=-24902.45927&nordLL=6729285.65302&ostUR=9097.54073&nordUR=6763285.65302"
"Hettetunnelen";"82287159";"";"";"1251";"1";"";"626.1099038114222";"";"1251";"EKSAKT";"Hettetunnelen";"";"320149.7351822095";"6715813.514129408";"Hettetunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Hettetunnelen%2A&ostLL=-24963.3063&nordLL=6730259.76908&ostUR=9036.6937&nordUR=6764259.76908"
"Steganestunnelen";"82287279";"";"";"1251";"1";"";"77.52599251929112";"";"1251";"EKSAKT-forenklet1";"stegane";"";"320354.17362922645";"6716416.396498671";"Steganes";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=stegane%2A&ostLL=-24703.94077&nordLL=6730843.067&ostUR=9296.059229999999&nordUR=6764843.067"
"Stanghelletunnelen";"82287294";"";"";"1251";"1";"";"192.6502430725605";"";"1251";"EKSAKT";"Stanghelletunnelen";"";"320820.64459407836";"6716890.397636941";"Stanghelletunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Stanghelletunnelen%2A&ostLL=-24194.72074&nordLL=6731273.66423&ostUR=9805.27926&nordUR=6765273.66423"
"Lågaskarstunnelen";"82287341";"";"";"1251";"1";"";"314.46450048123984";"";"1251";"EKSAKT-forenklet1";"lågaskar";"";"321677.37755032757";"6717703.957109337";"Lågaskars";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=l%C3%A5gaskar%2A&ostLL=-23264.69732&nordLL=6732007.57992&ostUR=10735.30268&nordUR=6766007.57992"
"Lygratunnelen";"82287452";"";"";"1263";"1";"";"78.18946772584137";"";"1263";"INGEN";"lygra";"lygr";"290205.22804009455";"6732746.368829134";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=lygr%2A&ostLL=-53315.73116&nordLL=6749915.65106&ostUR=-19315.731160000003&nordUR=6783915.65106"
"Eikemofosstunnelen";"82287455";"";"";"1266";"1";"";"165.40583244926793";"";"1266";"INGEN";"eikemofos";"eikemofo";"303554.1302005933";"6754700.580614879";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=eikemofo%2A&ostLL=-37967.5751&nordLL=6770615.31082&ostUR=-3967.575099999998&nordUR=6804615.31082"
"Lauviktunnelen";"82287458";"";"";"1266";"1";"";"156.40207384359275";"";"1266";"INGEN";"lauvik";"lauvik";"301165.9053398761";"6752062.000530693";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=lauvik%2A&ostLL=-40595.09134&nordLL=6768199.82748&ostUR=-6595.091339999999&nordUR=6802199.82748"
"Eikelandstunnelen";"82287461";"";"";"1253";"1";"";"419.3636488822672";"";"1253";"INGEN";"eikeland";"eikeland";"300970.55496170314";"6714987.986638229";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=eikeland%2A&ostLL=-44192.24913&nordLL=6731192.23854&ostUR=-10192.24913&nordUR=6765192.23854"
"Struksentunnelen";"82287464";"";"";"1253";"1";"";"426.79758197326345";"";"1253";"INGEN";"struks";"struk";"312083.74889018974";"6705172.841652337";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=struk%2A&ostLL=-33992.3397&nordLL=6720372.28756&ostUR=7.660299999999552&nordUR=6754372.28756"
"Kvistitunnelen";"82287467";"";"";"1253";"1";"";"136.7777173336463";"";"1253";"INGEN";"kvist";"kvist";"309293.14994362247";"6704608.931210758";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=kvist%2A&ostLL=-36830.838319999995&nordLL=6720064.52363&ostUR=-2830.838319999999&nordUR=6754064.52363"
"Modalentunnelen";"82287470";"";"";"1251";"1";"";"3458.878822149566";"";"1251,1252";"EKSAKT";"Modalentunnelen";"";"327899.88395807694";"6744819.0763217";"Modalentunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Modalentunnelen%2A&ostLL=-14564.96086&nordLL=6758511.68502&ostUR=19435.03914&nordUR=6792511.68502"
"Skuggebergtunnelen";"82287473";"";"";"1251";"1";"";"81.13096541018231";"";"1251";"INGEN";"skuggeberg";"skuggeberg";"321964.97270722204";"6730202.8966305405";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=skuggeberg%2A&ostLL=-21831.9947&nordLL=6744461.99994&ostUR=12168.0053&nordUR=6778461.99994"
"Høgabergtunnelen";"82287482";"";"";"1251";"1";"";"633.1321528307019";"";"1251";"EKSAKT-forenklet1";"høgaberg";"";"324994.2490166294";"6736398.540305292";"Høgaberg";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=h%C3%B8gaberg%2A&ostLL=-18238.94695&nordLL=6750370.60669&ostUR=15761.05305&nordUR=6784370.60669"
"Djønnotunnelen";"82287500";"";"";"1233";"1";"";"604.9969410337297";"";"1233";"INGEN";"djønno";"djønno";"380179.71290633106";"6707202.649517586";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=dj%C3%B8nno%2A&ostLL=34179.50232&nordLL=6716170.4056&ostUR=68179.50232&nordUR=6750170.4056"
"Ryggnestunnelen";"82287503";"";"";"1233";"1";"";"107.04250989275755";"";"1233";"INGEN";"ryggne";"ryggn";"390896.9099690708";"6717707.048305616";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=ryggn%2A&ostLL=45836.53305&nordLL=6725674.44937&ostUR=79836.53305&nordUR=6759674.44937"
"Høyviktunnelen";"82287511";"";"";"1238";"1";"";"65.75563869394693";"";"1238";"INGEN";"høyvik";"høyvik";"348865.5158057548";"6699166.722864027";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=h%C3%B8yvik%2A&ostLL=2185.6279299999987&nordLL=6711010.93201&ostUR=36185.62793&nordUR=6745010.93201"
"Vetlehovdatunnelen";"82287514";"";"";"1241";"1";"625.0";"635.9337604803944";"";"1241";"INGEN";"vetlehovda";"vetlehovd";"319410.44806513004";"6661419.263700987";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=vetlehovd%2A&ostLL=-30671.79998&nordLL=6676007.6233&ostUR=3328.20002&nordUR=6710007.6233"
"Skårtunnelen";"82287517";"";"";"1241";"1";"386.0";"384.58397404630665";"";"1241";"INGEN";"skår";"skår";"320156.6028485313";"6669581.068640037";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=sk%C3%A5r%2A&ostLL=-29182.36064&nordLL=6684090.55489&ostUR=4817.639359999999&nordUR=6718090.55489"
"Tveittunnelen";"82287520";"";"";"1241";"1";"67.0";"67.70728271285638";"";"1241";"INGEN";"tveit";"tveit";"319367.96819332754";"6671726.046073853";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=tveit%2A&ostLL=-29774.25228&nordLL=6686304.61332&ostUR=4225.747719999999&nordUR=6720304.61332"
"Baldersheimtunnelen";"82287523";"";"";"1241";"1";"60.0";"60.07216292485664";"";"1241";"INGEN";"baldersheim";"baldersheim";"319100.5490465439";"6672312.728589696";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=baldersheim%2A&ostLL=-29987.78368&nordLL=6686914.91276&ostUR=4012.2163199999995&nordUR=6720914.91276"
"Evetsviktunnelen";"82287526";"";"";"1223";"1";"108.0";"108.38750805619146";"";"1223";"INGEN";"evetsvik";"evetsvik";"298838.4984897969";"6656713.217484646";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=evetsvik%2A&ostLL=-51647.45299&nordLL=6673182.67717&ostUR=-17647.452989999998&nordUR=6707182.67717"
"Nordrepollentunnelen";"82287529";"";"";"1224";"1";"649.0";"680.8787479525645";"";"1224";"INGEN";"nordrepoll";"nordrepoll";"349252.4319527794";"6670397.162504415";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=nordrepoll%2A&ostLL=-54.43385000000126&nordLL=6682251.97883&ostUR=33945.56615&nordUR=6716251.97883"
"Furebergtunnelen";"82287532";"";"";"1224";"1";"736.0";"739.0409805580374";"";"1224";"INGEN";"fureberg";"fureberg";"341744.1944527455";"6665555.086336512";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=fureberg%2A&ostLL=-7992.54168&nordLL=6678101.81274&ostUR=26007.458319999998&nordUR=6712101.81274"
"Svoldaltunnelen";"82287624";"";"";"1224";"1";"205.0";"204.5379787508645";"";"1224";"EKSAKT-forenklet1";"svoldal";"";"337618.2252318444";"6663908.630954117";"Svoldal";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=svoldal%2A&ostLL=-12262.45333&nordLL=6676833.8707&ostUR=21737.54667&nordUR=6710833.8707"
"Alsakertunnelen";"82287627";"";"";"1224";"1";"55.0";"55.29055135253637";"";"1224";"INGEN";"alsaker";"alsaker";"336007.61662417743";"6629307.002543949";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=alsaker%2A&ostLL=-17019.73302&nordLL=6642428.24096&ostUR=16980.26698&nordUR=6676428.24096"
"Baugstetunnelen";"82287630";"";"";"1224";"1";"44.0";"44.601161880317626";"";"1224";"INGEN";"baugst";"baugst";"330167.5096306611";"6630133.799438612";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=baugst%2A&ostLL=-22776.72004&nordLL=6643784.64097&ostUR=11223.27996&nordUR=6677784.64097"
"Nøddaltunnelen";"82287633";"";"";"1224";"1";"25.0";"24.9647324650711";"";"1224";"INGEN";"nøddal";"nøddal";"329354.44707331865";"6631482.3272338025";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=n%C3%B8ddal%2A&ostLL=-23466.12059&nordLL=6645205.26011&ostUR=10533.87941&nordUR=6679205.26011"
"Sunndaltunnelen";"82287636";"";"";"1224";"1";"176.0";"176.40156057148693";"";"1224";"INGEN";"sunndal";"sunndal";"329318.49297063466";"6631616.90317202";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=sunndal%2A&ostLL=-23489.79368&nordLL=6645342.92391&ostUR=10510.206320000001&nordUR=6679342.92391"
"Spjeldtunnelen";"82287639";"";"";"1246";"1";"";"113.63754896930224";"";"1246";"EKSAKT";"Spjeldtunnelen";"";"282263.89331547735";"6701292.749717536";"Spjeldtunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Spjeldtunnelen%2A&ostLL=-64130.9935&nordLL=6719226.4363&ostUR=-30130.993499999997&nordUR=6753226.4363"
"Knoltatunnelen";"82287663";"350";"";"1235";"1";"";"356.0713903036279";"";"1235";"EKSAKT-forenklet1";"knolta";"";"347536.04080945475";"6725214.891963173";"Knolta";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=knolta%2A&ostLL=3241.961220000001&nordLL=6737138.05737&ostUR=37241.96122&nordUR=6771138.05737"
"Stamnestunnelen";"82287722";"";"";"1251";"1";"";"67.66860168586425";"";"1251";"EKSAKT-forenklet1";"stamne";"";"322448.56506828766";"6729603.897477608";"Stamnes";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=stamne%2A&ostLL=-21404.0376&nordLL=6743819.53621&ostUR=12595.9624&nordUR=6777819.53621"
"Vikabergtunnelen";"82287727";"";"";"1251";"1";"";"47.22825770172511";"";"1251";"EKSAKT-forenklet1";"vikaberg";"";"323933.64403640863";"6729372.114291623";"Vikaberg";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=vikaberg%2A&ostLL=-19942.40022&nordLL=6743451.92668&ostUR=14057.59978&nordUR=6777451.92668"
"Vikaståitunnelen";"82287732";"";"";"1251";"1";"";"62.69973198624535";"";"1251";"INGEN";"vikastå";"vikastå";"324173.879232874";"6729211.577050955";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=vikast%C3%A5%2A&ostLL=-19717.23998&nordLL=6743269.60053&ostUR=14282.76002&nordUR=6777269.60053"
"Lauvtounnelen";"82287737";"";"";"1251";"1";"";"70.18525486139794";"";"1251";"INGEN";"lauvtounnelen";"lauvtounnel";"325184.7384364374";"6727292.703026201";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=lauvtounnel%2A&ostLL=-18883.79949&nordLL=6741260.89937&ostUR=15116.20051&nordUR=6775260.89937"
"Flagabergtunnelen";"82287742";"";"";"1251";"1";"";"138.01933672278219";"";"1251";"EKSAKT-forenklet1";"flagaberg";"";"325706.5497507724";"6726590.619487719";"Flagaberg";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=flagaberg%2A&ostLL=-18427.12175&nordLL=6740512.02726&ostUR=15572.87825&nordUR=6774512.02726"
